key,cn,comment
zel_00/222,<T030000:00000842><T000001>把<Tff0000:03>蓝色丘丘胶<Tff0000:00>装进了\n瓶子！<T000002> <T000007:000a>把它设到<T000010>或<T00000f>并\n饮下，可<Tff0000:01>恢复全部的心<Tff0000:00>！,
zel_00/223,,
zel_00/224,<T030000:00000844><T000001>把<Tff0000:04>黄色丘丘胶<Tff0000:00>装进了\n瓶子！<T000002> <T000007:000a>把它设到并与\n<T000010>或<T00000f>使用，可当灯油！,
zel_00/225,<T030000:00000845><T000001>把<Tff0000:06>紫色丘丘胶<Tff0000:00>装进了\n瓶子！<T000002> <T000007:000a>可以把它设到<T000010>或<T00000f>\n饮下，但谁知道\n会发生什么……,
zel_00/226,<T030000:00000846><T000001>把<Tff0000:01>清汤<Tff0000:00>装进了\n瓶子！ <T000002>闻起来像鱼汤。\n\n\n<T000007:000a>把它设到并与<T000010>\n或<T00000f>饮下，可<Tff0000:01>恢复两颗心<Tff0000:00>！,
zel_00/227,<T030000:00000847><T000001>把<Tff0000:01>好汤<Tff0000:00>装进了\n瓶子！ <T000002>闻起来甜甜的，\n像南瓜。\n\n<T000007:000a>把它设到并与<T000010>或\n<T00000f>饮下，可<Tff0000:01>恢复四颗心<Tff0000:00>。,
zel_00/228,<T030000:00000848><T000001>把<Tff0000:01>上等汤<Tff0000:00>装进了\n瓶子！ <T000002>闻起来有浓浓的\n奶酪味！\n \n<T000007:000a>把它设到并与<T000010>或\n<T00000f>饮下，可<Tff0000:01>恢复八颗心<Tff0000:00>。,
zel_00/229,<T030000:00000849><T000001>获得<Tff0000:01>雷纳德的信<Tff0000:00>！<T000002>\n<T000007:000a>上面详细写着治疗伊莉娅\n让她恢复记忆的方法。\n\n把它设到<T000010>或<T00000f>即可查看。,
zel_00/230,<T030000:0000084a><T000001>获得<Tff0000:01>账单<Tff0000:00>！<T000002>\n<T000007:000a>这是镇上医生欠下的赊账，\n金额高得成了\n天文数字。\n把它设到<T000010>或<T00000f>即可查看。,
zel_00/231,<T030000:0000084b><T000001>获得<Tff0000:01>木雕<Tff0000:00>！<T000002>\n<T000007:000a>这个形状奇怪的雕像\n据说是\n伊莉娅的物品。\n它也许能帮伊莉娅\n恢复记忆！把它设到\n<T000010>或<T00000f>。,
zel_00/232,<T030000:0000084c><T000001>获得<Tff0000:01>伊莉娅的护身符<Tff0000:00>！<T000002>\n<T000007:000a>伊莉娅把护身符留给了\n救她的那位女性。\n \n这是让伊莉娅恢复\n记忆的关键！把它设到\n<T000010>或<T00000f>并交给她！,
zel_00/233,<T030000:0000084d><T000001>获得<Tff0000:01>呼马笛<Tff0000:00>！<T000002>\n<T000007:000a>这是伊莉娅特意为\n<T000022>做的。\n\n把它设到<T000010>或<T00000f>，在\n户外吹响即可呼唤。,
zel_00/234,,
zel_00/235,,
zel_00/236,,
zel_00/237,,
zel_00/238,,
zel_00/239,,
zel_00/240,,
zel_00/241,,
zel_00/242,,
zel_00/243,,
zel_00/244,,
zel_00/245,<T030000:00000859><T000001>获得<Tff0000:01>拉夫雷尔的便条<Tff0000:00>！<T000002>\n<T000007:000a>这是拉夫雷尔写给\n海利亚湖的费舍的。\n\n把它设到<T000010>或<T00000f>即可查看。,
zel_00/246,<T030000:0000085a><T000001>获得<Tff0000:02> <Tff0000:01>亚什的素描<Tff0000:00>！<T000002>\n<T000007:000a>这幅匆忙画下的画中\n有一只白色的巨猿\n和一条鱼。\n把它用<T000010>或<T00000f>出示给\n别人看，也许能\n打听到情报。,
zel_00/247,,
zel_00/248,,
zel_00/249,,
zel_00/250,,
zel_00/251,,
zel_00/252,,
zel_00/253,,
zel_00/254,,
zel_00/255,,
zel_00/256,,
zel_00/257,<T000001>把<Tff0000:04>黄色丘丘胶<Tff0000:00>加进了\n提灯！<T000002> <T000007:000a>提灯现在满了！,
zel_00/258,<T030000:00000866><T000001>获得<Tff0000:01>一瓶灯油<Tff0000:00>！<T000002>\n<T000007:000a>它是给提灯添加\n燃料的必备品。\n\n把灯油和提灯分别设到\n<T000010>和<T00000f>，再用灯油\n给提灯加满。,
zel_00/259,<T030000:00000867><T000001>把<Tff0000:01>蜂蛹<Tff0000:00>装进了瓶子！<T000002>\n<T000007:000a>把瓶子和钓竿分别设到\n<T000010>和<T00000f>，再用蜂蛹\n当鱼饵！\n不装在钓竿上时使用，\n每只蜂蛹可<Tff0000:01>恢复1/4颗心<Tff0000:00>\n的体力！,
zel_00/260,<T030000:00000868><T000001>把<Tff0000:07>黑色丘丘胶<Tff0000:00>装进了\n瓶子！<T000002> <T000007:000a>这颜色看起来\n对你很不好。可以把它设到\n<T000010>或<T00000f>饮下，但……,
zel_00/261,<T000001>获得<Tff0000:01>光之滴<Tff0000:00>！<T000002>\n<T000007:000a>这神圣的泪滴能斩开\n黄昏。把它们收集到\n光之容器中。,
zel_00/262,<T030000:0000086a><T000001>获得<Tff0000:01>光之容器<Tff0000:00>！<T000002>\n<T000007:000a>收集光之滴时\n必不可少。\n\n只要装入<Tff0000:01>光之滴<Tff0000:00>，\n就能斩开黄昏，\n让这片土地恢复\n正常的光明。\n要看见藏着\n<Tff0000:01>光之滴<Tff0000:00>的邪恶之物，用你的<Tff0000:01><T00000f>\n感知<Tff0000:00>。,
zel_00/263,<T030000:0000086b><T000001>获得<Tff0000:01>光之容器<Tff0000:00>！<T000002>\n<T000007:000a>收集光之滴时\n必不可少。\n\n只要装入<Tff0000:01>光之滴<Tff0000:00>，\n就能斩开黄昏，\n让这片土地恢复\n正常的光明。\n要看见藏着\n<Tff0000:01>光之滴<Tff0000:00>的邪恶之物，用你的<Tff0000:01><T00000f>\n感知<Tff0000:00>。,
zel_00/264,<T030000:0000086c><T000001>获得<Tff0000:01>光之容器<Tff0000:00>！<T000002>\n<T000007:000a>收集光之滴时\n必不可少。\n\n只要装入<Tff0000:01>光之滴<Tff0000:00>，\n就能斩开黄昏，\n让这片土地恢复\n正常的光明。\n要看见藏着\n<Tff0000:01>光之滴<Tff0000:00>的邪恶之物，用你的<Tff0000:01><T00000f>\n感知<Tff0000:00>。,
zel_00/265,<Tff0000:01>光之容器<Tff0000:00>已装满光之滴，\n这片土地重获\n了光明！,
zel_00/266,,
zel_00/267,,
zel_00/268,,
zel_00/269,,
zel_00/270,,
zel_00/271,,
zel_00/272,,
zel_00/273,,
zel_00/274,,
zel_00/275,,
zel_00/276,,
zel_00/277,,
zel_00/278,,
zel_00/279,,
zel_00/280,,
zel_00/281,,
zel_00/282,,
zel_00/283,,
zel_00/284,,
zel_00/285,,
zel_00/286,,
zel_00/287,,
zel_00/288,,
zel_00/289,,
zel_00/290,,
zel_00/291,,
zel_00/292,,
zel_00/293,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>甲虫<Tff0000:00>！<T000002>\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/294,<T000001>抓到了<Tff0000:01><T060003><Tff0000:00> <Tff0000:01>甲虫<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/295,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>蝴蝶<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/296,<T000001>抓到了<Tff0000:01> <T060003><Tff0000:00> <Tff0000:01>蝴蝶<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/297,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>锹形虫<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/298,<T000001>抓到了<Tff0000:01><T060003> 锹形虫<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/299,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>蚱蜢<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/300,<T000001>抓到了<Tff0000:01><T060003><Tff0000:00> <Tff0000:01>蚱蜢<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/301,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>竹节虫<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/302,<T000001>抓到了<Tff0000:01><T060003> 竹节虫<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/303,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>鼠妇<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/304,<T000001>抓到了<Tff0000:01><T060003><Tff0000:00> <Tff0000:01>鼠妇<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/305,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>螳螂<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/306,<T000001>抓到了<Tff0000:01><T060003><Tff0000:00> <Tff0000:01>螳螂<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/307,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>瓢虫<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/308,<T000001>抓到了<Tff0000:01><T060003><Tff0000:00> <Tff0000:01>瓢虫<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/309,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>蜗牛<Tff0000:00>！\n<T000007:000a>蜗牛爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/310,<T000001>抓到了<Tff0000:01><T060003><Tff0000:00> <Tff0000:01>蜗牛<Tff0000:00>！\n<T000007:000a>蜗牛爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/311,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>蜻蜓<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/312,<T000001>抓到了<Tff0000:01><T060003><Tff0000:00> <Tff0000:01>蜻蜓<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/313,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>蚂蚁<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/314,<T000001>抓到了<Tff0000:01><T060003><Tff0000:00> <Tff0000:01>蚂蚁<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/315,<T000001>抓到了<Tff0000:01><T060002><Tff0000:00> <Tff0000:01>蜉蝣<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/316,<T000001>抓到了<Tff0000:01><T060003><Tff0000:00> <Tff0000:01>蜉蝣<Tff0000:00>！\n<T000007:000a>昆虫爱好者最爱这金色！\n在<Tff0000:01>收藏品画面<Tff0000:00>查看\n抓到的昆虫。,
zel_00/317,,
zel_00/318,,
zel_00/319,,
zel_00/320,,
zel_00/321,,
zel_00/322,,
zel_00/323,,
zel_00/324,,
zel_00/325,<T000001>获得<Tff0000:01>幽灵之魂<Tff0000:00>！ <T000002>\n<T000007:000a>每打败一只幽灵就能\n得到一颗！,
zel_00/326,,
zel_00/327,,
zel_00/328,,
zel_00/329,,
zel_00/330,,
zel_00/331,,
zel_00/332,,
zel_00/333,,
zel_00/334,<T030000:00000be2><T000001>获得<Tff0000:01>天空的古书<Tff0000:00>！<T000002>\n<T000007:000a>一本用古代天空文字写成\n的书。其中关键的词\n缺了一些字……\n这是找到通往天空\n之路的线索。把它设到<T000010>或<T00000f>\n查看。,
zel_00/335,<T000001>找到了<Tff0000:01>一个天空文字<Tff0000:00>！<Tff0000:01><T000002>\n<Tff0000:00><T000007:000a>天空的古书中\n缺失的部分文字\n已经复原。\n……但仍有其他\n文字缺失。,
zel_00/336,<T030000:00000be4><T000001><Tff0000:01>天空的古书<Tff0000:00>的\n缺失文字已全部补全！<T000002>\n\n\n<T000007:000a>这是找到通往天空之路的\n关键线索。把它设到<T000010>或\n<T00000f>查看。,
zel_00/337,<T030000:00000be5><T000001><Tff0000:01>小阿姨<Tff0000:00>成为你的伙伴！<T000002>\n<T000007:000a>他是可靠的天空人伙伴。\n\n\n把他设到<T000010>或<T00000f>并\n拜托他，他就会把你\n传送到他妈妈那里。,
zel_00/338,<T000001>装着<Tff0000:06>紫色卢比（50）<Tff0000:00>！<T000002>\n<T000007:000a>你已经完全忘了它！,
zel_00/339,<T000001>获得<Tff0000:01>小钥匙<Tff0000:00>！<T000002>\n<T000007:000a>这把钥匙能打开\n费罗尼森林的大门。,
zel_00/340,,
zel_00/341,,
zel_00/342,,
zel_00/343,,
zel_00/344,<T000001>获得<Tff0000:01>关卡钥匙<Tff0000:00>！<T000002>\n<T000007:000a>这些钥匙能打开\n通往卡卡利科路上的大门。,
zel_00/345,<T000001>获得<Tff0000:01>陌默南瓜<Tff0000:00>！<T000002>\n<T000007:000a>这只南瓜产自\n你的故乡陌默村。,
zel_00/346,<T000001>获得<Tff0000:01>陌默山羊奶酪<Tff0000:00>！<T000002>\n<T000007:000a>这种奶酪是用\n陌默山羊的奶做的。,
zel_00/347,<T000001>获得<Tff0000:01>卧室钥匙<Tff0000:00>！<T000002>\n<T000007:000a>用它就能进入\n存放着阴影之镜碎片\n的卧室。,
zel_00/348,,
zel_00/349,<T000001>取回了<Tff0000:01>提灯<Tff0000:00>！<T000002>\n<T000007:000a>你跟着猴子跑的时候\n它的油耗尽了……,
zel_00/350,<T000001>获得<Tff0000:01>钥匙碎片<Tff0000:00>！<T000002>\n<T000007:000a>集齐三块碎片，才能\n让首领房间的钥匙\n恢复原状。,
zel_00/351,<T000001>获得<Tff0000:01>钥匙碎片<Tff0000:00>！<T000002>\n<T000007:000a>集齐三块碎片，才能\n让首领房间的钥匙\n恢复原状。,
zel_00/352,<T000001>获得<Tff0000:01>钥匙碎片<Tff0000:00>！<T000002>\n<T000007:000a>集齐三块碎片，才能\n让首领房间的钥匙\n恢复原状。,
zel_00/353,,
zel_00/354,<T000001>你集齐了三块钥匙碎片，\n组成了<Tff0000:01>首领房间的\n钥匙<Tff0000:00>！<T000002> <T000007:000a>快到首领那里去！,
zel_00/355,<T000001>获得<Tff0000:01>小钥匙<Tff0000:00>！<T000002>\n<T000007:000a>这把钥匙能打开\n费罗尼森林的大门。\n,
zel_00/356,,
zel_00/357,,
zel_00/358,,
zel_00/359,,
zel_00/360,,
zel_00/361,,
zel_00/362,,
zel_00/363,,
zel_00/364,,
zel_00/365,借来的炸弹袋,
zel_00/366,,
zel_00/367,,
zel_00/368,,
zel_00/369,,
zel_00/370,,
zel_00/371,,
zel_00/372,,
zel_00/373,,
zel_00/374,,
zel_00/375,,
zel_00/376,,
zel_00/377,,
zel_00/378,,
zel_00/379,,
zel_00/380,,
zel_00/381,,
zel_00/382,,
zel_00/383,,
zel_00/384,,
zel_00/385,,
zel_00/386,,
zel_00/387,精灵,
zel_00/388,,
zel_00/389,小钥匙,
zel_00/390,心之碎片,
zel_00/391,心之容器,
zel_00/392,迷宫地图,
zel_00/393,罗盘,
zel_00/394,阿姨,
zel_00/395,首领房间的钥匙,
zel_00/396,小阿姨,
zel_00/397,陌默之剑,
zel_00/398,大师之剑,
zel_00/399,陌默盾,
zel_00/400,木盾,
zel_00/401,海利亚盾,
zel_00/402,阿姨的便条,
zel_00/403,牧场服,
zel_00/404,勇者服,
zel_00/405,魔法铠甲,
zel_00/406,卓拉服,
zel_00/407,影咒结晶,
zel_00/408,阿姨,
zel_00/409,钱包,
zel_00/410,大钱包,
zel_00/411,巨大钱包,
zel_00/412,,
zel_00/413,,
zel_00/414,,
zel_00/415,,
zel_00/416,,
zel_00/417,,
zel_00/418,珊瑚耳环,
zel_00/419,鹰眼,
zel_00/420,木刀,
zel_00/421,疾风飞旋镖,
zel_00/422,齿轮陀螺,
zel_00/423,铁球,
zel_00/424,勇者之弓,
zel_00/425,钩爪,
zel_00/426,铁靴,
zel_00/427,操纵杖,
zel_00/428,双钩爪,
zel_00/429,提灯,
zel_00/430,大师之剑,
zel_00/431,钓竿,
zel_00/432,弹弓,
zel_00/433,操纵杖,
zel_00/434,,
zel_00/435,,
zel_00/436,巨大炸弹袋,
zel_00/437,炸弹袋,
zel_00/438,炸弹袋和炸弹,
zel_00/439,,
zel_00/440,火焰箭,
zel_00/441,箭袋,
zel_00/442,大箭袋,
zel_00/443,巨大箭袋,
zel_00/444,,
zel_00/445,,
zel_00/446,勇者之弓,
zel_00/447,勇者之弓,
zel_00/448,钓竿,
zel_00/449,钓竿＋珊瑚耳环,
zel_00/450,钓竿,
zel_00/451,钓竿＋珊瑚耳环,
zel_00/452,钓竿＋珊瑚耳环,
zel_00/453,空瓶,
zel_00/454,红药水,
zel_00/455,魔法药水,
zel_00/456,蓝药水,
zel_00/457,牛奶,
zel_00/458,半瓶牛奶,
zel_00/459,灯油,
zel_00/460,水,
zel_00/461,灯油,
zel_00/462,红药水,
zel_00/463,难喝的汤,
zel_00/464,温泉水,
zel_00/465,精灵,
zel_00/466,温泉水,
zel_00/467,灯油,
zel_00/468,灯油,
zel_00/469,炸弹,
zel_00/470,水中炸弹,
zel_00/471,袖珍炸弹虫,
zel_00/472,大精灵之泪,
zel_00/473,蚯蚓,
zel_00/474,大精灵之泪,
zel_00/475,蜂蛹,
zel_00/476,珍贵丘丘胶,
zel_00/477,红色丘丘胶,
zel_00/478,蓝色丘丘胶,
zel_00/479,绿色丘丘胶,
zel_00/480,黄色丘丘胶,
zel_00/481,紫色丘丘胶,
zel_00/482,清汤,
zel_00/483,好汤,
zel_00/484,上等汤,
zel_00/485,雷纳德的信,
zel_00/486,账单,
zel_00/487,木雕,
zel_00/488,伊莉娅护符,
zel_00/489,呼马笛,
zel_00/490,,
zel_00/491,,
zel_00/492,,
zel_00/493,,
zel_00/494,,
zel_00/495,,
zel_00/496,,
zel_00/497,,
zel_00/498,,
zel_00/499,,
zel_00/500,,
zel_00/501,拉夫雷尔的便条,
zel_00/502,亚什的素描,
zel_00/503,,
zel_00/504,,
zel_00/505,,
zel_00/506,,
zel_00/507,,
zel_00/508,,
zel_00/509,,
zel_00/510,,
zel_00/511,,
zel_00/512,,
zel_00/513,,
zel_00/514,灯油,
zel_00/515,蜂蛹,
zel_00/516,黑色丘丘胶,
zel_00/517,光之滴,
zel_00/518,光之容器,
zel_00/519,光之容器,
zel_00/520,光之容器,
zel_00/521,光之容器,
zel_00/522,阴影之镜的碎片,
zel_00/523,阴影之镜的碎片,
zel_00/524,阴影之镜的碎片,
zel_00/525,,
zel_00/526,,
zel_00/527,,
zel_00/528,,
zel_00/529,,
zel_00/530,,
zel_00/531,,
zel_00/532,,
zel_00/533,<Tff0000:01>伊莉娅的气味,
zel_00/534,,
zel_00/535,<Tff0000:01>幽灵<Tff0000:00>的气味,
zel_00/536,<Tff0000:01>臭鱼<Tff0000:00>的气味,
zel_00/537,<Tff0000:01>孩子们<Tff0000:00>的气味,
zel_00/538,<Tff0000:01>药<Tff0000:00>的气味,
zel_00/539,,
zel_00/540,,
zel_00/541,,
zel_00/542,,
zel_00/543,,
zel_00/544,,
zel_00/545,,
zel_00/546,,
zel_00/547,,
zel_00/548,,
zel_00/549,<T060002>甲虫,
zel_00/550,<T060003>甲虫,
zel_00/551,<T060002>蝴蝶,
zel_00/552,<T060003>蝴蝶,
zel_00/553,<T060002>锹形虫,
zel_00/554,<T060003>锹形虫,
zel_00/555,<T060002>蚱蜢,
zel_00/556,<T060003>蚱蜢,
zel_00/557,<T060002>竹节虫,
zel_00/558,<T060003>竹节虫,
zel_00/559,<T060002>西瓜虫,
zel_00/560,<T060003>西瓜虫,
zel_00/561,<T060002>螳螂,
zel_00/562,<T060003>螳螂,
zel_00/563,<T060002>瓢虫,
zel_00/564,<T060003>瓢虫,
zel_00/565,<T060002>蜗牛,
zel_00/566,<T060003>蜗牛,
zel_00/567,<T060002>蜻蜓,
zel_00/568,<T060003>蜻蜓,
zel_00/569,<T060002>蚂蚁,
zel_00/570,<T060003>蚂蚁,
zel_00/571,<T060002>蜉蝣,
zel_00/572,<T060003>蜉蝣,
zel_00/573,,
zel_00/574,,
zel_00/575,,
zel_00/576,,
zel_00/577,,
zel_00/578,,
